,est_time,away_team,home_team
273,2018-11-23 20:00:00+00:00,CHARLOTTE_HORNETS,OKLAHOMA_CITY_THUNDER
274,2018-11-23 20:30:00+00:00,PHOENIX_SUNS,MILWAUKEE_BUCKS
275,2018-11-23 21:00:00+00:00,ORLANDO_MAGIC,DENVER_NUGGETS
276,2018-11-23 22:30:00+00:00,PORTLAND_TRAIL_BLAZERS,GOLDEN_STATE_WARRIORS
277,2018-11-23 22:30:00+00:00,UTAH_JAZZ,LOS_ANGELES_LAKERS
278,2018-11-24 19:30:00+00:00,HOUSTON_ROCKETS,CLEVELAND_CAVALIERS
279,2018-11-24 20:00:00+00:00,CHICAGO_BULLS,MINNESOTA_TIMBERWOLVES
280,2018-11-24 20:00:00+00:00,DENVER_NUGGETS,OKLAHOMA_CITY_THUNDER
281,2018-11-24 20:00:00+00:00,NEW_ORLEANS_PELICANS,WASHINGTON_WIZARDS
282,2018-11-24 20:30:00+00:00,BOSTON_CELTICS,DALLAS_MAVERICKS
283,2018-11-24 20:30:00+00:00,SACRAMENTO_KINGS,GOLDEN_STATE_WARRIORS
284,2018-11-24 20:30:00+00:00,SAN_ANTONIO_SPURS,MILWAUKEE_BUCKS
285,2018-11-25 15:30:00+00:00,ORLANDO_MAGIC,LOS_ANGELES_LAKERS
286,2018-11-25 16:00:00+00:00,PHOENIX_SUNS,DETROIT_PISTONS
287,2018-11-25 18:00:00+00:00,CHARLOTTE_HORNETS,ATLANTA_HAWKS
288,2018-11-25 18:00:00+00:00,PHILADELPHIA_76ERS,BROOKLYN_NETS
