,date,team,conference,net_score,games,wins,losses
1893,2019-03-03,LOS_ANGELES_CLIPPERS,Western,37,65,36,29
1894,2019-03-03,ORLANDO_MAGIC,Eastern,-55,65,30,35
1895,2019-03-03,CLEVELAND_CAVALIERS,Eastern,-621,64,16,48
1896,2019-03-03,TORONTO_RAPTORS,Eastern,340,64,46,18
1897,2019-03-03,DETROIT_PISTONS,Eastern,-26,62,31,31
1898,2019-03-03,MINNESOTA_TIMBERWOLVES,Western,-13,63,29,34
1899,2019-03-03,WASHINGTON_WIZARDS,Eastern,-180,63,26,37
1900,2019-03-03,MEMPHIS_GRIZZLIES,Western,-170,65,25,40
1901,2019-03-03,OKLAHOMA_CITY_THUNDER,Western,274,63,39,24
1902,2019-03-04,DALLAS_MAVERICKS,Western,-97,63,27,36
1903,2019-03-04,BROOKLYN_NETS,Eastern,-31,66,33,33
1904,2019-03-04,ATLANTA_HAWKS,Eastern,-436,65,22,43
1905,2019-03-04,MIAMI_HEAT,Eastern,-36,63,29,34
1906,2019-03-04,DENVER_NUGGETS,Western,309,63,42,21
1907,2019-03-04,SAN_ANTONIO_SPURS,Western,54,65,36,29
1908,2019-03-04,MILWAUKEE_BUCKS,Eastern,580,64,48,16
1909,2019-03-04,PHOENIX_SUNS,Western,-616,65,14,51
1910,2019-03-04,NEW_ORLEANS_PELICANS,Western,62,66,30,36
1911,2019-03-04,UTAH_JAZZ,Western,214,63,36,27
1912,2019-03-04,NEW_YORK_KNICKS,Eastern,-533,64,13,51
1913,2019-03-04,SACRAMENTO_KINGS,Western,-77,63,32,31
1914,2019-03-04,LOS_ANGELES_CLIPPERS,Western,45,66,37,29
1915,2019-03-04,LOS_ANGELES_LAKERS,Western,-103,64,30,34
1916,2019-03-05,CHICAGO_BULLS,Eastern,-495,65,18,47
1917,2019-03-05,INDIANA_PACERS,Eastern,323,65,42,23
1918,2019-03-05,ORLANDO_MAGIC,Eastern,-63,66,30,36
1919,2019-03-05,PHILADELPHIA_76ERS,Eastern,215,64,41,23
1920,2019-03-05,PORTLAND_TRAIL_BLAZERS,Western,218,64,39,25
1921,2019-03-05,MEMPHIS_GRIZZLIES,Western,-161,66,26,40
1922,2019-03-05,OKLAHOMA_CITY_THUNDER,Western,263,64,39,25
1923,2019-03-05,MINNESOTA_TIMBERWOLVES,Western,-2,64,30,34
1924,2019-03-05,HOUSTON_ROCKETS,Western,159,64,39,25
1925,2019-03-05,TORONTO_RAPTORS,Eastern,328,65,46,19
1926,2019-03-05,BOSTON_CELTICS,Eastern,366,65,39,26
1927,2019-03-05,GOLDEN_STATE_WARRIORS,Western,374,64,44,20
1928,2019-03-06,MIAMI_HEAT,Eastern,-29,64,30,34
1929,2019-03-06,CHARLOTTE_HORNETS,Eastern,-40,64,29,35
1930,2019-03-06,MINNESOTA_TIMBERWOLVES,Western,-19,65,30,35
1931,2019-03-06,DETROIT_PISTONS,Eastern,-9,63,32,31
1932,2019-03-06,DALLAS_MAVERICKS,Western,-106,64,27,37
1933,2019-03-06,WASHINGTON_WIZARDS,Eastern,-171,64,27,37
1934,2019-03-06,SAN_ANTONIO_SPURS,Western,61,66,37,29
1935,2019-03-06,ATLANTA_HAWKS,Eastern,-443,66,22,44
1936,2019-03-06,CLEVELAND_CAVALIERS,Eastern,-627,65,16,49
1937,2019-03-06,BROOKLYN_NETS,Eastern,-25,67,34,33
1938,2019-03-06,PHILADELPHIA_76ERS,Eastern,214,65,41,24
1939,2019-03-06,CHICAGO_BULLS,Eastern,-494,66,19,47
1940,2019-03-06,UTAH_JAZZ,Western,224,64,37,27
1941,2019-03-06,NEW_ORLEANS_PELICANS,Western,52,67,30,37
1942,2019-03-06,NEW_YORK_KNICKS,Eastern,-544,65,13,52
1943,2019-03-06,PHOENIX_SUNS,Western,-605,66,15,51
1944,2019-03-06,BOSTON_CELTICS,Eastern,368,66,40,26
1945,2019-03-06,SACRAMENTO_KINGS,Western,-79,64,32,32
1946,2019-03-06,DENVER_NUGGETS,Western,325,64,43,21
1947,2019-03-06,LOS_ANGELES_LAKERS,Western,-119,65,30,35
1948,2019-03-07,INDIANA_PACERS,Eastern,304,66,42,24
1949,2019-03-07,MILWAUKEE_BUCKS,Eastern,599,65,49,16
1950,2019-03-07,OKLAHOMA_CITY_THUNDER,Western,271,65,40,25
1951,2019-03-07,PORTLAND_TRAIL_BLAZERS,Western,210,65,39,26
1952,2019-03-08,WASHINGTON_WIZARDS,Eastern,-172,65,27,38
1953,2019-03-08,CHARLOTTE_HORNETS,Eastern,-39,65,30,35
1954,2019-03-08,DALLAS_MAVERICKS,Western,-111,65,27,38
1955,2019-03-08,ORLANDO_MAGIC,Eastern,-58,67,31,36
1956,2019-03-08,DETROIT_PISTONS,Eastern,-1,64,33,31
1957,2019-03-08,CHICAGO_BULLS,Eastern,-502,67,19,48
1958,2019-03-08,PHILADELPHIA_76ERS,Eastern,198,66,41,25
1959,2019-03-08,HOUSTON_ROCKETS,Western,175,65,40,25
1960,2019-03-08,UTAH_JAZZ,Western,214,65,37,28
1961,2019-03-08,MEMPHIS_GRIZZLIES,Western,-151,67,27,40
1962,2019-03-08,CLEVELAND_CAVALIERS,Eastern,-643,66,16,50
1963,2019-03-08,MIAMI_HEAT,Eastern,-13,65,31,34
1964,2019-03-08,TORONTO_RAPTORS,Eastern,351,66,47,19
1965,2019-03-08,NEW_ORLEANS_PELICANS,Western,29,68,30,38
1966,2019-03-08,DENVER_NUGGETS,Western,308,65,43,22
1967,2019-03-08,GOLDEN_STATE_WARRIORS,Western,391,65,45,20
1968,2019-03-08,OKLAHOMA_CITY_THUNDER,Western,263,66,40,26
1969,2019-03-08,LOS_ANGELES_CLIPPERS,Western,53,67,38,29
1970,2019-03-09,SACRAMENTO_KINGS,Western,-71,65,33,32
1971,2019-03-09,NEW_YORK_KNICKS,Eastern,-552,66,13,53
1972,2019-03-09,BROOKLYN_NETS,Eastern,-23,68,35,33
1973,2019-03-09,ATLANTA_HAWKS,Eastern,-445,67,22,45
1974,2019-03-09,WASHINGTON_WIZARDS,Eastern,-177,66,27,39
1975,2019-03-09,MINNESOTA_TIMBERWOLVES,Western,-14,66,31,35
1976,2019-03-09,BOSTON_CELTICS,Eastern,381,67,41,26
1977,2019-03-09,LOS_ANGELES_LAKERS,Western,-132,66,30,36
1978,2019-03-09,CHARLOTTE_HORNETS,Eastern,-56,66,30,36
1979,2019-03-09,MILWAUKEE_BUCKS,Eastern,616,66,50,16
1980,2019-03-09,PHOENIX_SUNS,Western,-612,67,15,52
1981,2019-03-09,PORTLAND_TRAIL_BLAZERS,Western,217,66,40,26
1982,2019-03-10,CHICAGO_BULLS,Eastern,-525,68,19,49
1983,2019-03-10,DETROIT_PISTONS,Eastern,22,65,34,31
1984,2019-03-10,TORONTO_RAPTORS,Eastern,372,67,48,19
1985,2019-03-10,MIAMI_HEAT,Eastern,-34,66,31,35
1986,2019-03-10,INDIANA_PACERS,Eastern,287,67,42,25
1987,2019-03-10,PHILADELPHIA_76ERS,Eastern,215,67,42,25
1988,2019-03-10,NEW_ORLEANS_PELICANS,Western,17,69,30,39
1989,2019-03-10,ATLANTA_HAWKS,Eastern,-433,68,23,45
1990,2019-03-10,ORLANDO_MAGIC,Eastern,-66,68,31,37
1991,2019-03-10,MEMPHIS_GRIZZLIES,Western,-143,68,28,40
1992,2019-03-10,HOUSTON_ROCKETS,Western,176,66,41,25
1993,2019-03-10,DALLAS_MAVERICKS,Western,-112,66,27,39
1994,2019-03-10,NEW_YORK_KNICKS,Eastern,-563,67,13,54
1995,2019-03-10,MINNESOTA_TIMBERWOLVES,Western,-3,67,32,35
1996,2019-03-10,MILWAUKEE_BUCKS,Eastern,609,67,50,17
1997,2019-03-10,SAN_ANTONIO_SPURS,Western,68,67,38,29
1998,2019-03-10,PHOENIX_SUNS,Western,-608,68,16,52
1999,2019-03-10,GOLDEN_STATE_WARRIORS,Western,387,66,45,21
2000,2019-03-11,TORONTO_RAPTORS,Eastern,347,68,48,20
2001,2019-03-11,CLEVELAND_CAVALIERS,Eastern,-618,67,17,50
2002,2019-03-11,SACRAMENTO_KINGS,Western,-77,66,33,33
2003,2019-03-11,WASHINGTON_WIZARDS,Eastern,-171,67,28,39
2004,2019-03-11,DETROIT_PISTONS,Eastern,-6,66,34,32
2005,2019-03-11,BROOKLYN_NETS,Eastern,5,69,36,33
2006,2019-03-11,CHARLOTTE_HORNETS,Eastern,-68,67,30,37
2007,2019-03-11,HOUSTON_ROCKETS,Western,188,67,42,25
2008,2019-03-11,OKLAHOMA_CITY_THUNDER,Western,272,67,41,26
2009,2019-03-11,UTAH_JAZZ,Western,205,66,37,29
2010,2019-03-11,BOSTON_CELTICS,Eastern,356,68,41,27
2011,2019-03-11,LOS_ANGELES_CLIPPERS,Western,78,68,39,29
2012,2019-03-12,NEW_YORK_KNICKS,Eastern,-568,68,13,55
2013,2019-03-12,INDIANA_PACERS,Eastern,292,68,43,25
2014,2019-03-12,CLEVELAND_CAVALIERS,Eastern,-625,68,17,51
2015,2019-03-12,PHILADELPHIA_76ERS,Eastern,222,68,43,25
2016,2019-03-12,LOS_ANGELES_LAKERS,Western,-116,67,31,36
2017,2019-03-12,CHICAGO_BULLS,Eastern,-541,69,19,50
2018,2019-03-12,SAN_ANTONIO_SPURS,Western,75,68,39,29
2019,2019-03-12,DALLAS_MAVERICKS,Western,-119,67,27,40
2020,2019-03-12,MILWAUKEE_BUCKS,Eastern,626,68,51,17
2021,2019-03-12,NEW_ORLEANS_PELICANS,Western,0,70,30,40
2022,2019-03-12,MINNESOTA_TIMBERWOLVES,Western,-29,68,32,36
2023,2019-03-12,DENVER_NUGGETS,Western,334,66,44,22
2024,2019-03-12,PORTLAND_TRAIL_BLAZERS,Western,238,67,41,26
2025,2019-03-12,LOS_ANGELES_CLIPPERS,Western,57,69,39,30
2026,2019-03-13,BROOKLYN_NETS,Eastern,-7,70,36,34
2027,2019-03-13,OKLAHOMA_CITY_THUNDER,Western,284,68,42,26
2028,2019-03-13,ORLANDO_MAGIC,Eastern,-76,69,31,38
2029,2019-03-13,WASHINGTON_WIZARDS,Eastern,-161,68,29,39
2030,2019-03-13,MEMPHIS_GRIZZLIES,Western,-164,69,28,41
2031,2019-03-13,ATLANTA_HAWKS,Eastern,-412,69,24,45
2032,2019-03-13,DETROIT_PISTONS,Eastern,-40,67,34,33
2033,2019-03-13,MIAMI_HEAT,Eastern,0,67,32,35
2034,2019-03-13,GOLDEN_STATE_WARRIORS,Western,389,67,46,21
2035,2019-03-13,HOUSTON_ROCKETS,Western,186,68,42,26
2036,2019-03-13,UTAH_JAZZ,Western,222,67,38,29
2037,2019-03-13,PHOENIX_SUNS,Western,-625,69,16,53
2038,2019-03-14,OKLAHOMA_CITY_THUNDER,Western,282,69,42,27
2039,2019-03-14,INDIANA_PACERS,Eastern,294,69,44,25
2040,2019-03-14,CLEVELAND_CAVALIERS,Eastern,-654,69,17,52
2041,2019-03-14,ORLANDO_MAGIC,Eastern,-47,70,32,38
2042,2019-03-14,SACRAMENTO_KINGS,Western,-83,67,33,34
2043,2019-03-14,BOSTON_CELTICS,Eastern,362,69,42,27
2044,2019-03-14,LOS_ANGELES_LAKERS,Western,-129,68,31,37
2045,2019-03-14,TORONTO_RAPTORS,Eastern,360,69,49,20
2046,2019-03-14,MINNESOTA_TIMBERWOLVES,Western,-49,69,32,37
2047,2019-03-14,UTAH_JAZZ,Western,242,68,39,29
2048,2019-03-14,DALLAS_MAVERICKS,Western,-120,68,27,41
2049,2019-03-14,DENVER_NUGGETS,Western,335,67,45,22
2050,2019-03-15,LOS_ANGELES_LAKERS,Western,-143,69,31,38
2051,2019-03-15,DETROIT_PISTONS,Eastern,-26,68,35,33
2052,2019-03-15,SACRAMENTO_KINGS,Western,-92,68,33,35
2053,2019-03-15,PHILADELPHIA_76ERS,Eastern,231,69,44,25
2054,2019-03-15,CHARLOTTE_HORNETS,Eastern,-62,68,31,37
2055,2019-03-15,WASHINGTON_WIZARDS,Eastern,-167,69,29,40
2056,2019-03-15,PHOENIX_SUNS,Western,-631,70,16,54
2057,2019-03-15,HOUSTON_ROCKETS,Western,192,69,43,26
2058,2019-03-15,MILWAUKEE_BUCKS,Eastern,641,69,52,17
2059,2019-03-15,MIAMI_HEAT,Eastern,-15,68,32,36
2060,2019-03-15,PORTLAND_TRAIL_BLAZERS,Western,250,68,42,26
2061,2019-03-15,NEW_ORLEANS_PELICANS,Western,-12,71,30,41
2062,2019-03-15,NEW_YORK_KNICKS,Eastern,-594,69,13,56
2063,2019-03-15,SAN_ANTONIO_SPURS,Western,101,69,40,29
2064,2019-03-15,CHICAGO_BULLS,Eastern,-548,70,19,51
2065,2019-03-15,LOS_ANGELES_CLIPPERS,Western,64,70,40,30
2066,2019-03-16,ATLANTA_HAWKS,Eastern,-421,70,24,46
2067,2019-03-16,BOSTON_CELTICS,Eastern,371,70,43,27
2068,2019-03-16,PHOENIX_SUNS,Western,-629,71,17,54
2069,2019-03-16,NEW_ORLEANS_PELICANS,Western,-14,72,30,42
2070,2019-03-16,MEMPHIS_GRIZZLIES,Western,-171,70,28,42
2071,2019-03-16,WASHINGTON_WIZARDS,Eastern,-160,70,30,40
2072,2019-03-16,CLEVELAND_CAVALIERS,Eastern,-659,70,17,53
2073,2019-03-16,DALLAS_MAVERICKS,Western,-115,69,28,41
2074,2019-03-16,GOLDEN_STATE_WARRIORS,Western,411,68,47,21
2075,2019-03-16,OKLAHOMA_CITY_THUNDER,Western,260,70,42,28
2076,2019-03-16,PORTLAND_TRAIL_BLAZERS,Western,245,69,42,27
2077,2019-03-16,SAN_ANTONIO_SPURS,Western,106,70,41,29
2078,2019-03-16,INDIANA_PACERS,Eastern,292,70,44,26
2079,2019-03-16,DENVER_NUGGETS,Western,337,68,46,22
2080,2019-03-16,BROOKLYN_NETS,Eastern,-23,71,36,35
2081,2019-03-16,UTAH_JAZZ,Western,258,69,40,29
2082,2019-03-17,LOS_ANGELES_LAKERS,Western,-144,70,31,39
2083,2019-03-17,NEW_YORK_KNICKS,Eastern,-593,70,14,56
2084,2019-03-17,CHARLOTTE_HORNETS,Eastern,-80,69,31,38
2085,2019-03-17,MIAMI_HEAT,Eastern,3,69,33,36
2086,2019-03-17,PHILADELPHIA_76ERS,Eastern,236,70,45,25
2087,2019-03-17,MILWAUKEE_BUCKS,Eastern,636,70,52,18
2088,2019-03-17,TORONTO_RAPTORS,Eastern,357,70,49,21
2089,2019-03-17,DETROIT_PISTONS,Eastern,-23,69,36,33
2090,2019-03-17,ATLANTA_HAWKS,Eastern,-431,71,24,47
2091,2019-03-17,ORLANDO_MAGIC,Eastern,-37,71,33,38
2092,2019-03-17,CHICAGO_BULLS,Eastern,-575,71,19,52
2093,2019-03-17,SACRAMENTO_KINGS,Western,-65,69,34,35
2094,2019-03-17,MINNESOTA_TIMBERWOLVES,Western,-64,70,32,38
2095,2019-03-17,HOUSTON_ROCKETS,Western,207,70,44,26
2096,2019-03-17,BROOKLYN_NETS,Eastern,-26,72,36,36
2097,2019-03-17,LOS_ANGELES_CLIPPERS,Western,67,71,41,30
2098,2019-03-18,DETROIT_PISTONS,Eastern,-30,70,36,34
2099,2019-03-18,CLEVELAND_CAVALIERS,Eastern,-652,71,18,53
2100,2019-03-18,UTAH_JAZZ,Western,279,70,41,29
2101,2019-03-18,WASHINGTON_WIZARDS,Eastern,-181,71,30,41
2102,2019-03-18,DENVER_NUGGETS,Western,346,69,47,22
2103,2019-03-18,BOSTON_CELTICS,Eastern,362,71,43,28
2104,2019-03-18,NEW_YORK_KNICKS,Eastern,-629,71,14,57
2105,2019-03-18,TORONTO_RAPTORS,Eastern,393,71,50,21
2106,2019-03-18,MIAMI_HEAT,Eastern,12,70,34,36
2107,2019-03-18,OKLAHOMA_CITY_THUNDER,Western,251,71,42,29
2108,2019-03-18,GOLDEN_STATE_WARRIORS,Western,405,69,47,22
2109,2019-03-18,SAN_ANTONIO_SPURS,Western,112,71,42,29
2110,2019-03-18,NEW_ORLEANS_PELICANS,Western,-10,73,31,42
2111,2019-03-18,DALLAS_MAVERICKS,Western,-119,70,28,42
2112,2019-03-18,CHICAGO_BULLS,Eastern,-560,72,20,52
2113,2019-03-18,PHOENIX_SUNS,Western,-644,72,17,55
2114,2019-03-18,INDIANA_PACERS,Eastern,284,71,44,27
2115,2019-03-18,PORTLAND_TRAIL_BLAZERS,Western,253,70,43,27
2116,2019-03-19,PHILADELPHIA_76ERS,Eastern,240,71,46,25
2117,2019-03-19,CHARLOTTE_HORNETS,Eastern,-84,70,31,39
2118,2019-03-19,HOUSTON_ROCKETS,Western,223,71,45,26
2119,2019-03-19,ATLANTA_HAWKS,Eastern,-447,72,24,48
2120,2019-03-19,LOS_ANGELES_LAKERS,Western,-158,71,31,40
2121,2019-03-19,MILWAUKEE_BUCKS,Eastern,650,71,53,18
2122,2019-03-19,GOLDEN_STATE_WARRIORS,Western,415,70,48,22
2123,2019-03-19,MINNESOTA_TIMBERWOLVES,Western,-74,71,32,39
2124,2019-03-19,BROOKLYN_NETS,Eastern,-24,73,37,36
2125,2019-03-19,SACRAMENTO_KINGS,Western,-67,70,34,36
2126,2019-03-19,INDIANA_PACERS,Eastern,278,72,44,28
2127,2019-03-19,LOS_ANGELES_CLIPPERS,Western,73,72,42,30
2128,2019-03-20,MILWAUKEE_BUCKS,Eastern,645,72,53,19
2129,2019-03-20,CLEVELAND_CAVALIERS,Eastern,-647,72,19,53
2130,2019-03-20,NEW_ORLEANS_PELICANS,Western,-33,74,31,43
2131,2019-03-20,ORLANDO_MAGIC,Eastern,-14,72,34,38
2132,2019-03-20,BOSTON_CELTICS,Eastern,359,72,43,29
2133,2019-03-20,PHILADELPHIA_76ERS,Eastern,243,72,47,25
2134,2019-03-20,UTAH_JAZZ,Western,300,71,42,29
2135,2019-03-20,NEW_YORK_KNICKS,Eastern,-650,72,14,58
2136,2019-03-20,WASHINGTON_WIZARDS,Eastern,-187,72,30,42
2137,2019-03-20,CHICAGO_BULLS,Eastern,-554,73,21,52
2138,2019-03-20,HOUSTON_ROCKETS,Western,222,72,45,27
2139,2019-03-20,MEMPHIS_GRIZZLIES,Western,-170,71,29,42
2140,2019-03-20,MIAMI_HEAT,Eastern,17,71,35,36
2141,2019-03-20,SAN_ANTONIO_SPURS,Western,107,72,42,30
2142,2019-03-20,TORONTO_RAPTORS,Eastern,402,72,51,21
2143,2019-03-20,OKLAHOMA_CITY_THUNDER,Western,242,72,42,30
2144,2019-03-20,DALLAS_MAVERICKS,Western,-127,71,28,43
2145,2019-03-20,PORTLAND_TRAIL_BLAZERS,Western,261,71,44,27
2146,2019-03-21,MINNESOTA_TIMBERWOLVES,Western,-81,72,32,40
2147,2019-03-21,CHARLOTTE_HORNETS,Eastern,-77,71,32,39
2148,2019-03-21,DENVER_NUGGETS,Western,351,70,48,22
2149,2019-03-21,WASHINGTON_WIZARDS,Eastern,-192,73,30,43
2150,2019-03-21,UTAH_JAZZ,Western,297,72,42,30
2151,2019-03-21,ATLANTA_HAWKS,Eastern,-444,73,25,48
2152,2019-03-21,DETROIT_PISTONS,Eastern,-10,71,37,34
2153,2019-03-21,PHOENIX_SUNS,Western,-664,73,17,56
2154,2019-03-21,DALLAS_MAVERICKS,Western,-143,72,28,44
2155,2019-03-21,SACRAMENTO_KINGS,Western,-51,71,35,36
2156,2019-03-21,INDIANA_PACERS,Eastern,255,73,44,29
2157,2019-03-21,GOLDEN_STATE_WARRIORS,Western,438,71,49,22
2158,2019-03-22,MEMPHIS_GRIZZLIES,Western,-174,72,29,43
2159,2019-03-22,ORLANDO_MAGIC,Eastern,-10,73,35,38
2160,2019-03-22,LOS_ANGELES_CLIPPERS,Western,75,73,43,30
2161,2019-03-22,CLEVELAND_CAVALIERS,Eastern,-649,73,19,54
2162,2019-03-22,DENVER_NUGGETS,Western,369,71,49,22
2163,2019-03-22,NEW_YORK_KNICKS,Eastern,-668,73,14,59
2164,2019-03-22,OKLAHOMA_CITY_THUNDER,Western,249,73,43,30
2165,2019-03-22,TORONTO_RAPTORS,Eastern,395,73,51,22
2166,2019-03-22,SAN_ANTONIO_SPURS,Western,101,73,42,31
2167,2019-03-22,HOUSTON_ROCKETS,Western,228,73,46,27
2168,2019-03-22,MIAMI_HEAT,Eastern,-12,72,35,37
2169,2019-03-22,MILWAUKEE_BUCKS,Eastern,674,73,54,19
2170,2019-03-22,BROOKLYN_NETS,Eastern,-19,74,38,36
2171,2019-03-22,LOS_ANGELES_LAKERS,Western,-163,72,31,41
2172,2019-03-23,BOSTON_CELTICS,Eastern,352,73,43,30
2173,2019-03-23,CHARLOTTE_HORNETS,Eastern,-70,72,33,39
2174,2019-03-23,MIAMI_HEAT,Eastern,-7,73,36,37
2175,2019-03-23,WASHINGTON_WIZARDS,Eastern,-197,74,30,44
2176,2019-03-23,PHILADELPHIA_76ERS,Eastern,241,73,47,26
2177,2019-03-23,ATLANTA_HAWKS,Eastern,-442,74,26,48
2178,2019-03-23,UTAH_JAZZ,Western,328,73,43,30
2179,2019-03-23,CHICAGO_BULLS,Eastern,-585,74,21,53
2180,2019-03-23,MINNESOTA_TIMBERWOLVES,Western,-68,73,33,40
2181,2019-03-23,MEMPHIS_GRIZZLIES,Western,-187,73,29,44
2182,2019-03-23,DALLAS_MAVERICKS,Western,-108,73,29,44
2183,2019-03-23,GOLDEN_STATE_WARRIORS,Western,403,72,49,23
2184,2019-03-23,DETROIT_PISTONS,Eastern,-15,72,37,35
2185,2019-03-23,PORTLAND_TRAIL_BLAZERS,Western,266,72,45,27
2186,2019-03-23,PHOENIX_SUNS,Western,-673,74,17,57
2187,2019-03-23,SACRAMENTO_KINGS,Western,-42,72,36,36
2188,2019-03-24,LOS_ANGELES_CLIPPERS,Western,86,74,44,30
2189,2019-03-24,NEW_YORK_KNICKS,Eastern,-679,74,14,60
2190,2019-03-24,CLEVELAND_CAVALIERS,Eastern,-671,74,19,55
2191,2019-03-24,MILWAUKEE_BUCKS,Eastern,696,74,55,19
2192,2019-03-24,DENVER_NUGGETS,Western,333,72,49,23
2193,2019-03-24,INDIANA_PACERS,Eastern,291,74,45,29
2194,2019-03-24,CHARLOTTE_HORNETS,Eastern,-69,73,34,39
2195,2019-03-24,TORONTO_RAPTORS,Eastern,394,74,51,23
2196,2019-03-24,HOUSTON_ROCKETS,Western,251,74,47,27
2197,2019-03-24,NEW_ORLEANS_PELICANS,Western,-56,75,31,44
2198,2019-03-24,SAN_ANTONIO_SPURS,Western,120,74,43,31
2199,2019-03-24,BOSTON_CELTICS,Eastern,333,74,43,31
2200,2019-03-24,DETROIT_PISTONS,Eastern,-22,73,37,36
2201,2019-03-24,GOLDEN_STATE_WARRIORS,Western,410,73,50,23
2202,2019-03-24,SACRAMENTO_KINGS,Western,-47,73,36,37
2203,2019-03-24,LOS_ANGELES_LAKERS,Western,-158,73,32,41
2204,2019-03-25,PHILADELPHIA_76ERS,Eastern,220,74,47,27
2205,2019-03-25,ORLANDO_MAGIC,Eastern,11,74,36,38
2206,2019-03-25,OKLAHOMA_CITY_THUNDER,Western,237,74,43,31
2207,2019-03-25,MEMPHIS_GRIZZLIES,Western,-175,74,30,44
2208,2019-03-25,PHOENIX_SUNS,Western,-706,75,17,58
2209,2019-03-25,UTAH_JAZZ,Western,361,74,44,30
2210,2019-03-25,BROOKLYN_NETS,Eastern,-23,75,38,37
2211,2019-03-25,PORTLAND_TRAIL_BLAZERS,Western,270,73,46,27
2212,2019-03-26,SAN_ANTONIO_SPURS,Western,111,75,43,32
2213,2019-03-26,CHARLOTTE_HORNETS,Eastern,-60,74,35,39
2214,2019-03-26,BOSTON_CELTICS,Eastern,343,75,44,31
2215,2019-03-26,CLEVELAND_CAVALIERS,Eastern,-681,75,19,56
2216,2019-03-26,ORLANDO_MAGIC,Eastern,16,75,37,38
2217,2019-03-26,MIAMI_HEAT,Eastern,-12,74,36,38
2218,2019-03-26,CHICAGO_BULLS,Eastern,-594,75,21,54
2219,2019-03-26,TORONTO_RAPTORS,Eastern,403,75,52,23
2220,2019-03-26,HOUSTON_ROCKETS,Western,237,75,47,28
2221,2019-03-26,MILWAUKEE_BUCKS,Eastern,710,75,56,19
2222,2019-03-26,LOS_ANGELES_CLIPPERS,Western,97,75,45,30
2223,2019-03-26,MINNESOTA_TIMBERWOLVES,Western,-79,74,33,41
2224,2019-03-26,ATLANTA_HAWKS,Eastern,-432,75,27,48
2225,2019-03-26,NEW_ORLEANS_PELICANS,Western,-66,76,31,45
2226,2019-03-26,SACRAMENTO_KINGS,Western,-43,74,37,37
2227,2019-03-26,DALLAS_MAVERICKS,Western,-112,74,29,45
2228,2019-03-26,DETROIT_PISTONS,Eastern,-25,74,37,37
2229,2019-03-26,DENVER_NUGGETS,Western,336,73,50,23
2230,2019-03-26,WASHINGTON_WIZARDS,Eastern,-215,75,30,45
2231,2019-03-26,LOS_ANGELES_LAKERS,Western,-140,74,33,41
2232,2019-03-27,PORTLAND_TRAIL_BLAZERS,Western,290,74,47,27
2233,2019-03-27,CHICAGO_BULLS,Eastern,-614,76,21,55
2234,2019-03-27,GOLDEN_STATE_WARRIORS,Western,425,74,51,23
2235,2019-03-27,MEMPHIS_GRIZZLIES,Western,-190,75,30,45
2236,2019-03-27,INDIANA_PACERS,Eastern,283,75,45,30
2237,2019-03-27,OKLAHOMA_CITY_THUNDER,Western,245,75,44,31
2238,2019-03-27,WASHINGTON_WIZARDS,Eastern,-212,76,31,45
2239,2019-03-27,PHOENIX_SUNS,Western,-709,76,17,59
2240,2019-03-27,LOS_ANGELES_LAKERS,Western,-155,75,33,42
2241,2019-03-27,UTAH_JAZZ,Western,376,75,45,30
2242,2019-03-28,ORLANDO_MAGIC,Eastern,-1,76,37,39
2243,2019-03-28,DETROIT_PISTONS,Eastern,-8,75,38,37
2244,2019-03-28,BROOKLYN_NETS,Eastern,-36,76,38,38
2245,2019-03-28,PHILADELPHIA_76ERS,Eastern,233,75,48,27
2246,2019-03-28,DALLAS_MAVERICKS,Western,-118,75,29,46
2247,2019-03-28,MIAMI_HEAT,Eastern,-6,75,37,38
2248,2019-03-28,TORONTO_RAPTORS,Eastern,428,76,53,23
2249,2019-03-28,NEW_YORK_KNICKS,Eastern,-704,75,14,61
2250,2019-03-28,DENVER_NUGGETS,Western,309,74,50,24
2251,2019-03-28,HOUSTON_ROCKETS,Western,264,76,48,28
2252,2019-03-28,LOS_ANGELES_CLIPPERS,Western,87,76,45,31
2253,2019-03-28,MILWAUKEE_BUCKS,Eastern,720,76,57,19
2254,2019-03-28,SACRAMENTO_KINGS,Western,-46,75,37,38
2255,2019-03-28,NEW_ORLEANS_PELICANS,Western,-63,77,32,45
2256,2019-03-28,CLEVELAND_CAVALIERS,Eastern,-687,76,19,57
2257,2019-03-28,SAN_ANTONIO_SPURS,Western,117,76,44,32
2258,2019-03-29,INDIANA_PACERS,Eastern,281,76,45,31
2259,2019-03-29,BOSTON_CELTICS,Eastern,345,76,45,31
2260,2019-03-29,PORTLAND_TRAIL_BLAZERS,Western,310,75,48,27
2261,2019-03-29,ATLANTA_HAWKS,Eastern,-452,76,27,49
2262,2019-03-29,GOLDEN_STATE_WARRIORS,Western,424,75,51,24
2263,2019-03-29,MINNESOTA_TIMBERWOLVES,Western,-78,75,34,41
2264,2019-03-29,DENVER_NUGGETS,Western,319,75,51,24
2265,2019-03-29,OKLAHOMA_CITY_THUNDER,Western,235,76,44,32
2266,2019-03-29,WASHINGTON_WIZARDS,Eastern,-216,77,31,46
2267,2019-03-29,UTAH_JAZZ,Western,380,76,46,30
2268,2019-03-29,CHARLOTTE_HORNETS,Eastern,-74,75,35,40
2269,2019-03-29,LOS_ANGELES_LAKERS,Western,-141,76,34,42
